X,sampling_date,year,SampleID,pit,cross,length_mm,weight_g,fatmeter,tank,sex,deform,days_post_hatch,notes,meanRank,meanFat,rankFat,sire_col,dam_col,posAlSum.x,posAlSum.y
1,8/20/2012,2012,F2LT-208,6C00011546,SxS,140,27,NA,3,?,NA,265,NA,17,47.6,NA,NA,NA,19,19
2,8/20/2012,2012,F2LT-086,6C00011903,SxS,133,23,NA,3,?,NA,265,NA,33,53.4,NA,1023,1091,NA,NA
3,8/20/2012,2012,F2LT-544,6C00012000,LxL,133,19,NA,4,?,NA,265,NA,29.33333333,42.73333333,NA,1419,1470,19,16
4,8/20/2012,2012,F2LT-328,6C00012013,LxL,121,14,NA,4,?,NA,265,NA,36.8,41.08,NA,1119,1146,15,18
5,8/20/2012,2012,F2LT-446,6C00012017,LxL,121,14,NA,4,?,NA,265,NA,25.2,39.2,NA,1168,1146,15,25
6,8/20/2012,2012,F2LT-031,6C00012018,LxL,124,16,NA,4,?,NA,265,NA,23,32.18,NA,1119,1146,NA,NA
7,8/20/2012,2012,F2LT-461,6C00012020,LxL,128,19,NA,4,?,NA,265,NA,34.8,42.96,NA,1145,1207,16,20
8,8/20/2012,2012,F2LT-064,6C00012022,LxL,120,15,NA,4,?,NA,265,NA,39.33333333,36,NA,1168,1146,NA,NA
9,8/20/2012,2012,F2LT-337,6C00012030,LxL,131,21,NA,4,?,NA,265,NA,37.6,39.12,NA,1184,1110,21,18
10,8/20/2012,2012,F2LT-288,6C00012031,LxL,133,20,NA,4,?,NA,265,NA,17.33333333,30.73333333,NA,1404,1470,12,9
11,8/20/2012,2012,F2LT-102,6C00012032,LxL,145,27,NA,4,?,NA,265,NA,57.33333333,43.76666667,NA,1184,1110,19,20
12,8/20/2012,2012,F2LT-249,6C00012035,LxL,136,22,NA,4,?,NA,265,NA,21.33333333,31.2,NA,1162,1125,21,24
13,8/20/2012,2012,F2LT-019,6C00012039,LxL,137,22,NA,4,?,NA,265,NA,29.8,37.6,NA,1162,1125,NA,NA
14,8/20/2012,2012,F2LT-524,6C00012046,LxL,137,23,NA,4,?,NA,265,NA,25.8,39.52,NA,1184,1110,13,24
15,8/20/2012,2012,F2LT-091,6C00012047,LxL,137,23,NA,4,?,NA,265,NA,62.33333333,44.16666667,NA,1179,1125,NA,NA
16,8/20/2012,2012,F2LT-425,6C00012052,LxL,140,23,NA,4,?,NA,265,NA,29.6,42.86,NA,1184,1110,19,25
17,8/20/2012,2012,F2LT-561,6C00012059,LxL,138,24,NA,4,?,NA,265,NA,11,31.66,NA,1184,1110,13,23
18,8/20/2012,2012,F2LT-014,6C00012062,LxL,127,17,NA,4,?,NA,265,NA,12,30.94,NA,1148,1207,NA,NA
19,8/20/2012,2012,F2LT-265,6C00012065,LxL,131,20,NA,4,?,NA,265,NA,27,29.86666667,NA,1148,1207,18,20
20,8/20/2012,2012,F2LT-285,6C00012071,LxL,126,18,NA,4,?,NA,265,NA,47.66666667,39.7,NA,1179,1125,14,20
21,8/20/2012,2012,F2LT-238,6C00012100,LxL,131,18,NA,4,?,NA,265,NA,33.33333333,36.13333333,NA,1184,1110,18,20
22,8/20/2012,2012,F2LT-592,6C00012101,LxL,140,24,NA,4,?,NA,265,NA,38.33333333,43.3,NA,1184,1110,19,20
23,8/20/2012,2012,F2LT-525,6C00012103,LxL,135,19,NA,4,?,NA,265,NA,35,46.52,NA,1184,1110,18,19
24,8/20/2012,2012,F2LT-197,6C00012112,LxL,120,13,NA,4,?,NA,265,NA,42.4,39.54,NA,1130,1183,11,15
25,8/20/2012,2012,F2LT-198,6C00012115,LxL,139,22,NA,4,?,NA,265,NA,7.666666667,27.1,NA,1184,1110,14,20
26,8/20/2012,2012,F2LT-317,6C00012116,LxL,126,15,NA,4,?,NA,265,NA,59.33333333,41.43333333,NA,1168,1146,10,23
27,8/20/2012,2012,F2LT-153,6C00012117,LxL,128,16,NA,4,?,NA,265,NA,44.66666667,37.7,NA,1404,1470,17,25
28,8/20/2012,2012,F2LT-316,6C00012119,LxL,136,23,NA,4,?,NA,265,NA,65,44.06666667,NA,1141,1110,15,20
29,8/20/2012,2012,F2LT-466,6C00012120,SxS,154,35,NA,3,?,NA,265,NA,36,57.7,NA,1023,1091,10,19
30,8/20/2012,2012,F2LT-498,6C00012122,SxS,150,34,NA,3,?,NA,265,NA,14.2,52.4,NA,1410,1477,12,19
31,8/20/2012,2012,F2LT-263,6C00012123,SxS,128,18,NA,3,?,NA,265,NA,33.66666667,52.66666667,NA,1102,1051,12,10
32,8/20/2012,2012,F2LT-584,6C00012125,SxS,149,29,NA,3,?,NA,265,NA,15.2,52.18,NA,1410,1477,10,12
33,8/20/2012,2012,F2LT-506,6C00012126,SxS,128,17,NA,3,?,NA,265,NA,10.4,51.72,NA,1102,1051,13,19
34,8/20/2012,2012,F2LT-164,6C00012127,SxS,152,33,NA,3,?,NA,265,NA,28.2,53.4,NA,1450,1477,12,15
35,8/20/2012,2012,F2LT-557,6C00012128,SxS,132,20,NA,3,?,NA,265,NA,47.33333333,59.83333333,NA,1102,1051,17,15
36,8/20/2012,2012,F2LT-537,6C00012130,LxL,132,20,NA,4,?,NA,265,NA,31.4,43.8,NA,1145,1207,14,18
37,8/20/2012,2012,F2LT-181,6C00012132,SxS,117,15,NA,3,?,NA,265,NA,4.5,41.45,NA,NA,NA,14,15
38,8/20/2012,2012,F2LT-520,6C00012133,LxL,116,10,NA,4,?,NA,265,NA,21,36,NA,1168,1146,14,21
39,8/20/2012,2012,F2LT-519,6C00012134,SxS,133,22,NA,3,?,NA,265,NA,39.8,61.44,NA,1102,1051,13,17
40,8/20/2012,2012,F2LT-390,6C00012135,LxL,135,19,NA,4,?,NA,265,NA,26,36.44,NA,1141,1110,19,19
41,8/20/2012,2012,F2LT-558,6C00012137,SxS,141,24,NA,3,?,NA,265,NA,40.4,60.12,NA,1101,1032,21,15
42,8/20/2012,2012,F2LT-484,6C00012139,LxL,125,16,NA,4,?,NA,265,NA,23.6,39.32,NA,1168,1146,9,19
43,8/20/2012,2012,F2LT-354,6C00012140,LxL,137,23,NA,4,?,NA,265,NA,23.4,33.56,NA,1184,1110,20,15
44,8/20/2012,2012,F2LT-383,6C00012141,SxS,141,26,NA,3,?,NA,265,NA,34.4,55.76,NA,1043,1051,15,13
45,8/20/2012,2012,F2LT-343,6C00012143,SxS,155,36,NA,3,?,NA,265,NA,20,50.23333333,NA,1023,1091,14,15
46,8/20/2012,2012,F2LT-066,6C00012145,SxS,124,17,NA,3,?,NA,265,NA,34.4,55.72,NA,1102,1051,NA,NA
47,8/20/2012,2012,F2LT-440,6C00012146,SxS,150,33,NA,3,?,NA,265,NA,44.33333333,59.9,NA,1410,1477,13,19
48,8/20/2012,2012,F2LT-464,6C00012147,SxS,135,24,NA,3,?,NA,265,NA,37.8,61.14,NA,1050,1091,14,20
49,8/20/2012,2012,F2LT-576,6C00012148,SxS,130,20,NA,3,?,NA,265,NA,28.4,54.66,NA,NA,NA,16,16
50,8/20/2012,2012,F2LT-206,6C00012149,SxS,142,27,NA,3,?,NA,265,NA,42,57.7,NA,1050,1091,16,18
51,8/20/2012,2012,F2LT-255,6C00012150,LxL,149,29,NA,4,?,NA,265,NA,32.66666667,34.93333333,NA,1184,1110,17,15
52,8/20/2012,2012,F2LT-580,6C00012151,SxS,121,18,NA,3,?,NA,265,NA,28.2,55.78,NA,1101,1032,19,14
53,8/20/2012,2012,F2LT-510,6C00012152,SxS,133,21,NA,3,?,NA,265,NA,19.6,55.44,NA,1043,1051,14,20
54,8/20/2012,2012,F2LT-626,6C00012153,LxL,140,22,NA,4,?,NA,265,NA,30.4,39.88,NA,1184,1110,12,20
55,8/20/2012,2012,F2LT-602,6C00012154,LxL,123,14,NA,4,?,NA,265,NA,23.66666667,37.93333333,NA,1119,1146,13,24
56,8/20/2012,2012,F2LT-301,6C00012155,LxL,130,19,NA,4,?,NA,265,NA,56,40.96666667,NA,1419,1470,20,22
57,8/20/2012,2012,F2LT-171,6C00012156,LxL,126,18,NA,4,?,NA,265,NA,32,38.22,NA,1168,1146,14,22
58,8/20/2012,2012,F2LT-629,6C00012157,SxS,120,16,NA,3,?,NA,265,NA,34.8,59,NA,1101,1032,14,17
59,8/20/2012,2012,F2LT-526,6C00012158,LxL,135,18,NA,4,?,NA,265,NA,25,37.23333333,NA,1141,1110,16,19
60,8/20/2012,2012,F2LT-017,6C00012159,SxS,137,23,NA,3,?,NA,265,NA,14.2,51.52,NA,1023,1091,NA,NA
61,8/20/2012,2012,F2LT-518,6C00012160,SxS,111,15,NA,3,?,NA,265,NA,27.6,59.9,NA,1050,1091,14,14
62,8/20/2012,2012,F2LT-330,6C00012161,SxS,142,28,NA,3,?,NA,265,NA,44.8,59.16,NA,1039,1032,16,16
63,8/20/2012,2012,F2LT-398,6C00012162,LxL,138,21,NA,4,?,NA,265,NA,29.33333333,33.4,NA,1184,1110,15,20
64,8/20/2012,2012,F2LT-113,6C00012163,SxS,135,23,NA,3,?,NA,265,NA,47,55.43333333,NA,1410,1477,11,15
65,8/20/2012,2012,F2LT-578,6C00012164,SxS,147,29,NA,3,?,NA,265,NA,8,48.42,NA,1023,1091,13,13
66,8/20/2012,2012,F2LT-434,6C00012166,SxS,130,20,NA,3,?,NA,265,NA,39.66666667,59.7,NA,1050,1091,14,16
67,8/20/2012,2012,F2LT-123,6C00012167,LxL,121,14,NA,4,?,NA,265,NA,61,44.46666667,NA,1419,1470,15,19
68,8/20/2012,2012,F2LT-003,6C00012168,SxS,133,22,NA,3,?,NA,265,NA,36.4,56.06,NA,1043,1051,NA,NA
69,8/20/2012,2012,F2LT-384,6C00012169,SxS,132,21,NA,3,?,NA,265,NA,54.6,64.64,NA,1039,1032,20,19
70,8/20/2012,2012,F2LT-472,6C00012170,SxS,124,18,NA,3,?,NA,265,NA,24.8,57.24,NA,1039,1032,19,18
71,8/20/2012,2012,F2LT-380,6C00012176,SxS,140,23,NA,3,?,NA,265,NA,14.8,49.38,NA,1410,1477,14,20
72,8/20/2012,2012,F2LT-026,6C00012177,SxS,150,29,NA,3,?,NA,265,NA,10.6,50.16,NA,1410,1477,NA,NA
73,8/20/2012,2012,F2LT-056,6C00012178,SxS,141,26,NA,3,?,NA,265,NA,51,61.76,NA,1039,1032,NA,NA
74,8/20/2012,2012,F2LT-245,6C00012179,SxS,125,17,NA,3,?,NA,265,NA,27.66666667,51.4,NA,1043,1051,17,15
75,8/20/2012,2012,F2LT-493,6C00012200,SxS,151,32,NA,3,?,NA,265,NA,35,60.34,NA,1039,1032,14,16
76,8/20/2012,2012,F2LT-543,6C00012203,LxL,135,21,NA,4,?,NA,265,NA,35.6,44.44,NA,1168,1146,17,23
77,8/20/2012,2012,F2LT-231,6C00012204,LxL,113,10,NA,4,?,NA,265,NA,30,35.74,NA,1265,1264,12,19
78,8/20/2012,2012,F2LT-515,6C00012205,SxS,130,18,NA,3,?,NA,265,NA,11.6,48.52,NA,1102,1051,19,18
79,8/20/2012,2012,F2LT-089,6C00012206,SxS,128,18,NA,3,?,NA,265,NA,48.66666667,56.33333333,NA,1467,1405,NA,NA
80,8/20/2012,2012,F2LT-419,6C00012207,LxL,141,23,NA,4,?,NA,265,NA,19.8,37.24,NA,1141,1110,13,21
81,8/20/2012,2012,F2LT-294,6C00012208,SxS,148,31,NA,3,?,NA,265,NA,5,43.6,NA,1410,1477,14,9
82,8/20/2012,2012,F2LT-426,6C00012209,SxS,155,35,NA,3,?,NA,265,NA,33.8,59.62,NA,1023,1091,11,12
83,8/20/2012,2012,F2LT-505,6C00012210,SxS,126,19,NA,3,?,NA,265,NA,35.66666667,59.43333333,NA,1342,1368,13,22
84,8/20/2012,2012,F2LT-382,6C00012211,LxL,124,15,NA,4,?,NA,265,NA,27.4,38.16,NA,1119,1146,12,13
85,8/20/2012,2012,F2LT-101,6C00012212,SxS,149,30,NA,3,?,NA,265,NA,55.33333333,59.76666667,NA,NA,NA,17,13
86,8/20/2012,2012,F2LT-532,6C00012213,SxS,133,24,NA,3,?,NA,265,NA,9,47.7,NA,1023,1091,11,11
87,8/20/2012,2012,F2LT-581,6C00012215,SxS,129,22,NA,3,?,NA,265,NA,25.4,55.54,NA,NA,NA,10,11
88,8/20/2012,2012,F2LT-395,6C00012216,SxS,147,28,NA,3,?,NA,265,NA,32.2,54.42,NA,1023,1091,15,16
89,8/20/2012,2012,F2LT-166,6C00012217,SxS,148,29,NA,3,?,NA,265,NA,39,56.56,NA,1043,1051,10,19
90,8/20/2012,2012,F2LT-396,6C00012218,SxS,111,13,NA,3,?,NA,265,NA,75,65.8,NA,1396,1405,11,14
91,8/20/2012,2012,F2LT-033,6C00012219,SxS,133,25,NA,3,?,NA,265,NA,28.8,55.86,NA,1023,1091,NA,NA
92,8/20/2012,2012,F2LT-201,6C00012220,SxS,141,25,NA,3,?,NA,265,NA,44,55.66666667,NA,1043,1051,13,16
93,8/20/2012,2012,F2LT-620,6C00012221,SxS,135,21,NA,3,?,NA,265,NA,4.2,45.58,NA,1410,1477,11,18
94,8/20/2012,2012,F2LT-385,6C00012224,SxS,129,19,NA,3,?,NA,265,NA,39.6,57.06,NA,NA,NA,16,15
95,8/20/2012,2012,F2LT-604,6C00012225,LxL,128,16,NA,4,?,NA,265,NA,12,31.9,NA,1184,1110,19,23
96,8/20/2012,2012,F2LT-158,6C00012226,LxL,128,18,NA,4,?,NA,265,NA,45.33333333,39.26666667,NA,1141,1110,15,22
97,8/20/2012,2012,F2LT-132,6C00012227,SxS,164,43,NA,3,?,NA,265,NA,50,58.16666667,NA,1023,1091,14,14
98,8/20/2012,2012,F2LT-340,6C00012228,SxS,145,28,NA,3,?,NA,265,NA,1.2,39.2,NA,1450,1477,14,17
99,8/20/2012,2012,F2LT-610,6C00012229,SxS,124,15,NA,3,?,NA,265,NA,24.8,55.04,NA,1102,1051,17,21
100,8/20/2012,2012,F2LT-283,6C00012230,SxS,144,29,NA,3,?,NA,265,NA,31.66666667,52.46666667,NA,1467,1405,19,20
101,8/20/2012,2012,F2LT-013,6C00012232,SxS,134,21,NA,3,?,NA,265,NA,5,42.9,NA,1450,1477,NA,NA
102,8/20/2012,2012,F2LT-213,6C00012235,SxS,144,31,NA,3,?,NA,265,NA,42.4,57.2,NA,1043,1051,15,17
103,8/20/2012,2012,F2LT-331,6C00012236,LxL,130,18,NA,4,?,NA,265,NA,17.4,32.24,NA,1184,1110,16,23
104,8/20/2012,2012,F2LT-502,6C00012237,SxS,136,27,NA,3,?,NA,265,NA,33,59.22,NA,NA,NA,16,13
105,8/20/2012,2012,F2LT-462,6C00012623,SxS,112,13,NA,3,?,NA,265,NA,26.2,57.32,NA,1342,1368,19,16
106,8/20/2012,2012,F2LT-459,6C00012626,SxS,150,29,NA,3,?,NA,265,NA,43,59.63333333,NA,1050,1091,14,16
107,8/20/2012,2012,F2LT-556,6C00012706,SxS,134,21,NA,3,?,NA,265,NA,35.66666667,56.13333333,NA,1102,1051,NA,NA
108,8/20/2012,2012,F2LT-174,6C00012709,SxS,124,17,NA,3,?,NA,265,NA,28,52.33333333,NA,1366,1304,14,14
109,8/20/2012,2012,F2LT-486,6C00012728,SxS,142,26,NA,3,?,NA,265,NA,16.8,53.16,NA,1043,1051,15,19
110,8/20/2012,2012,F2LT-320,6C00012841,SxS,125,17,NA,3,?,NA,265,NA,10,46.56666667,NA,1342,1368,15,15
111,8/20/2012,2012,F2LT-312,6C00013023,SxS,124,17,NA,3,?,NA,265,NA,41.33333333,54.1,NA,1039,1032,15,15
112,8/20/2012,2012,F2LT-069,6C00013075,SxS,105,11,NA,3,?,NA,265,NA,36.8,57.28,NA,1342,1368,NA,NA
113,8/20/2012,2012,F2LT-410,6C00013240,LxS,145,26,NA,1,?,NA,265,NA,35.33333333,49.1,NA,1087,1170,13,15
114,8/20/2012,2012,F2LT-369,6C00013241,LxS,134,18,NA,1,?,NA,265,NA,37,49.48,NA,1087,1170,12,10
115,8/20/2012,2012,F2LT-298,6C00013242,SxL,145,26,NA,2,?,NA,265,NA,72,55.73333333,NA,1135,1072,15,19
116,8/20/2012,2012,F2LT-583,6C00013243,LxS,148,28,NA,1,?,NA,265,NA,39.6,50.52,NA,1087,1170,18,16
117,8/20/2012,2012,F2LT-215,6C00013244,LxS,133,20,NA,1,?,NA,265,NA,58.6,58.84,NA,1081,1150,21,22
118,8/20/2012,2012,F2LT-163,6C00013245,SxL,132,20,NA,2,?,NA,265,NA,4,37.52,NA,1128,1078,11,20
119,8/20/2012,2012,F2LT-241,6C00013247,LxS,124,15,NA,1,?,NA,265,NA,30,46,NA,1087,1170,14,13
120,8/20/2012,2012,F2LT-220,6C00013248,SxL,129,18,NA,2,?,NA,265,NA,51.6,54.28,NA,1127,1072,12,20
121,8/20/2012,2012,F2LT-303,6C00013249,LxS,96,8,NA,1,?,NA,265,NA,58.66666667,53.2,NA,1018,1186,13,17
122,8/20/2012,2012,F2LT-356,6C00013250,SxL,125,17,NA,2,?,NA,265,NA,20.4,45.52,NA,1127,1072,16,22
123,8/20/2012,2012,F2LT-278,6C00013251,SxL,127,18,NA,2,?,NA,265,NA,6.666666667,38.36666667,NA,1127,1072,9,18
124,8/20/2012,2012,F2LT-367,6C00013253,LxS,134,20,NA,1,?,NA,265,NA,20.8,45.3,NA,1044,1150,13,9
125,8/20/2012,2012,F2LT-203,6C00013254,SxL,125,16,NA,2,?,NA,265,NA,35,46.88,NA,1127,1072,9,22
126,8/20/2012,2012,F2LT-572,6C00013258,LxS,89,6,NA,1,?,NA,265,NA,12,38.75,NA,1081,1150,20,25
127,8/20/2012,2012,F2LT-534,6C00013259,LxS,137,20,NA,1,?,NA,265,NA,51,56.43333333,NA,1081,1150,18,20
128,8/20/2012,2012,F2LT-266,6C00013261,LxS,134,19,NA,1,?,NA,265,NA,40.33333333,47.53333333,NA,1087,1170,15,14
129,8/20/2012,2012,F2LT-274,6C00013262,LxS,135,23,NA,1,?,NA,265,NA,34,45.43333333,NA,1077,1170,18,19
130,8/20/2012,2012,F2LT-290,6C00013263,LxS,160,33,NA,1,?,NA,265,NA,73.66666667,56.76666667,NA,1081,1150,19,25
131,8/20/2012,2012,F2LT-098,6C00013264,LxS,125,18,NA,1,?,NA,265,NA,17.8,41.24,NA,1077,1170,16,16
132,8/20/2012,2012,F2LT-522,6C00013266,LxS,144,25,NA,1,?,NA,265,NA,28.2,50.78,NA,1044,1150,17,17
133,8/20/2012,2012,F2LT-348,6C00013267,SxL,127,19,NA,2,?,NA,265,NA,58,51.33333333,NA,1128,1078,16,20
134,8/20/2012,2012,F2LT-555,6C00013268,SxL,124,17,NA,2,?,NA,265,NA,31.66666667,49.7,NA,1132,1028,18,17
135,8/20/2012,2012,F2LT-548,6C00013269,SxL,124,17,NA,2,?,NA,265,NA,22.2,46.34,NA,1132,1028,13,18
136,8/20/2012,2012,F2LT-293,6C00013271,LxS,133,23,NA,1,?,NA,265,NA,43,48.93333333,NA,1077,1170,11,7
137,8/20/2012,2012,F2LT-324,6C00013272,LxS,134,22,NA,1,?,NA,265,NA,17,43.13333333,NA,1077,1170,15,9
138,8/20/2012,2012,F2LT-080,6C00013273,SxL,131,21,NA,2,?,NA,265,NA,25.4,47.22,NA,1157,1078,NA,NA
139,8/20/2012,2012,F2LT-528,6C00013275,LxS,135,21,NA,1,?,NA,265,NA,26.2,48.44,NA,1087,1170,10,11
140,8/20/2012,2012,F2LT-100,6C00013276,SxL,130,21,NA,2,?,NA,265,NA,51,51.46,NA,1127,1072,21,17
141,8/20/2012,2012,F2LT-105,6C00013277,LxS,133,20,NA,1,?,NA,265,NA,39,49.38,NA,1283,1280,12,20
142,8/20/2012,2012,F2LT-439,6C00013278,SxL,122,15,NA,2,?,NA,265,NA,51.66666667,57.56666667,NA,1132,1028,13,19
143,8/20/2012,2012,F2LT-048,6C00013301,LxS,124,15,NA,1,?,NA,265,NA,12.66666667,40.2,NA,1077,1170,NA,NA
144,8/20/2012,2012,F2LT-004,6C00013302,LxS,140,25,NA,1,?,NA,265,NA,10.6,42.44,NA,1077,1170,NA,NA
145,8/20/2012,2012,F2LT-622,6C00013303,LxS,126,17,NA,1,?,NA,265,NA,46.4,53.2,NA,1081,1150,16,25
146,8/20/2012,2012,F2LT-300,6C00013304,LxS,135,20,NA,1,?,NA,265,NA,58.66666667,51.36666667,NA,1077,1170,9,15
147,8/20/2012,2012,F2LT-346,6C00013305,SxL,129,20,NA,2,?,NA,265,NA,20.6,44.68,NA,1132,1028,14,13
148,8/20/2012,2012,F2LT-030,6C00013306,SxL,145,29,NA,2,?,NA,265,NA,23.6,45.44,NA,1127,1072,NA,NA
149,8/20/2012,2012,F2LT-476,6C00013307,SxL,126,17,NA,2,?,NA,265,NA,30.8,50.1,NA,1153,1028,11,21
150,8/20/2012,2012,F2LT-257,6C00013308,SxL,127,21,NA,2,?,NA,265,NA,45.33333333,49.16666667,NA,1132,1028,15,17
151,8/20/2012,2012,F2LT-616,6C00013309,SxL,145,27,NA,2,?,NA,265,NA,23.6,46.36,NA,1127,1072,13,21
152,8/20/2012,2012,F2LT-600,6C00013310,LxS,130,18,NA,1,?,NA,265,NA,9.2,40.74,NA,1044,1150,13,17
153,8/20/2012,2012,F2LT-603,6C00013311,LxS,136,20,NA,1,?,NA,265,NA,15,43.64,NA,1077,1170,12,10
154,8/20/2012,2012,F2LT-092,6C00013312,LxS,130,19,NA,1,?,NA,265,NA,18,41.44,NA,1044,1150,NA,NA
155,8/20/2012,2012,F2LT-209,6C00013313,SxL,143,31,NA,2,?,NA,265,NA,50,50.8,NA,1127,1072,13,25
156,8/20/2012,2012,F2LT-564,6C00013316,LxS,141,22,NA,1,?,NA,265,NA,59,58.16,NA,1081,1150,10,20
157,8/20/2012,2012,F2LT-508,6C00013318,SxL,118,15,NA,2,?,NA,265,NA,5.4,39.62,NA,1157,1078,16,22
158,8/20/2012,2012,F2LT-250,6C00013320,LxS,141,24,NA,1,?,NA,265,NA,50.33333333,49.63333333,NA,1077,1170,12,15
159,8/20/2012,2012,F2LT-072,6C00013321,LxS,139,23,NA,1,?,NA,265,NA,35.4,49.84,NA,1087,1170,NA,NA
160,8/20/2012,2012,F2LT-487,6C00013324,LxS,142,24,NA,1,?,NA,265,NA,23.2,48.46,NA,1077,1170,14,11
161,8/20/2012,2012,F2LT-272,6C00013325,SxL,124,17,NA,2,?,NA,265,NA,41,47.6,NA,1127,1072,11,17
162,8/20/2012,2012,F2LT-490,6C00013326,LxS,131,18,NA,1,?,NA,265,NA,25.6,49.1,NA,1044,1150,13,16
163,8/20/2012,2012,F2LT-460,6C00013327,SxL,135,23,NA,2,?,NA,265,NA,39.8,52.16,NA,1135,1072,4,10
164,8/20/2012,2012,F2LT-587,6C00013328,LxS,127,16,NA,1,?,NA,265,NA,19.4,44.18,NA,1077,1170,11,10
165,8/20/2012,2012,F2LT-577,6C00013329,LxS,138,26,NA,1,?,NA,265,NA,34.8,49.72,NA,1267,1280,16,18
166,8/20/2012,2012,F2LT-372,6C00013331,LxS,143,26,NA,1,?,NA,265,NA,33.8,48.52,NA,1087,1170,14,12
167,8/20/2012,2012,F2LT-414,6C00013332,LxS,125,17,NA,1,?,NA,265,NA,1,22.1,NA,1081,1150,19,25
168,8/20/2012,2012,F2LT-454,6C00013333,LxS,97,7,NA,1,?,NA,265,NA,7.2,39.44,NA,1044,1150,13,19
169,8/20/2012,2012,F2LT-221,6C00013334,SxL,122,16,NA,2,?,NA,265,NA,30.4,49.68,NA,1132,1028,14,17
170,8/20/2012,2012,F2LT-093,6C00013335,LxS,141,22,NA,1,?,NA,265,NA,59.4,57.4,NA,1081,1150,NA,NA
171,8/20/2012,2012,F2LT-329,6C00013336,LxS,140,23,NA,1,?,NA,265,NA,15.8,40,NA,1077,1170,15,14
172,8/20/2012,2012,F2LT-172,6C00013338,LxS,134,19,NA,1,?,NA,265,NA,37.4,47.66,NA,1087,1170,8,15
173,8/20/2012,2012,F2LT-112,6C00013339,LxS,139,22,NA,1,?,NA,265,NA,28.8,47.14,NA,1087,1170,14,15
174,8/20/2012,2012,F2LT-368,6C00013340,LxS,128,18,NA,1,?,NA,265,NA,34.6,50.86,NA,1087,1170,15,18
175,8/20/2012,2012,F2LT-015,6C00013342,LxS,130,18,NA,1,?,NA,265,NA,45,48.86666667,NA,1077,1170,NA,NA
176,8/20/2012,2012,F2LT-608,6C00013343,LxS,134,19,NA,1,?,NA,265,NA,29.2,48.18,NA,1044,1150,14,18
177,8/20/2012,2012,F2LT-467,6C00013344,LxS,124,15,NA,1,?,NA,265,NA,28.8,48.38,NA,1044,1150,12,16
178,8/20/2012,2012,F2LT-388,6C00013345,LxS,123,15,NA,1,?,NA,265,NA,55.8,56.72,NA,1081,1150,17,30
179,8/20/2012,2012,F2LT-449,6C00013347,SxL,135,23,NA,2,?,NA,265,NA,44.4,54.34,NA,1127,1072,16,23
180,8/20/2012,2012,F2LT-571,6C00013348,SxL,116,16,NA,2,?,NA,265,NA,57.4,59.58,NA,1132,1028,22,20
181,8/20/2012,2012,F2LT-318,6C00013349,LxS,139,22,NA,1,?,NA,265,NA,39,47.4,NA,1087,1170,14,6
182,8/20/2012,2012,F2LT-429,6C00013351,SxL,134,25,NA,2,?,NA,265,NA,16,45.14,NA,1128,1078,14,26
183,8/20/2012,2012,F2LT-045,6C00013353,LxS,136,22,NA,1,?,NA,265,NA,35.4,48.42,NA,1087,1170,NA,NA
184,8/20/2012,2012,F2LT-227,6C00013354,LxS,132,19,NA,1,?,NA,265,NA,34,47.6,NA,1081,1150,18,21
185,8/20/2012,2012,F2LT-477,6C00013355,LxS,140,23,NA,1,?,NA,265,NA,31.2,49.4,NA,1087,1170,13,11
186,8/20/2012,2012,F2LT-130,6C00013356,LxS,153,29,NA,1,?,NA,265,NA,63.6,61.94,NA,1081,1150,14,29
187,8/20/2012,2012,F2LT-218,6C00013357,LxS,128,17,NA,1,?,NA,265,NA,17.8,42.92,NA,1044,1150,18,16
188,8/20/2012,2012,F2LT-078,6C00013358,SxL,124,16,NA,2,?,NA,265,NA,16.4,43.78,NA,1127,1072,NA,NA
189,8/20/2012,2012,F2LT-137,6C00013359,LxS,132,19,NA,1,?,NA,265,NA,57.8,56,NA,1081,1150,20,23
190,8/20/2012,2012,F2LT-246,6C00013360,LxL,128,16,NA,4,?,NA,265,NA,40.33333333,36.86666667,NA,1119,1146,19,20
191,8/20/2012,2012,F2LT-391,6C00013361,LxL,130,18,NA,4,?,NA,265,NA,32.4,36.24,NA,1119,1146,16,15
192,8/20/2012,2012,F2LT-001,6C00013362,LxL,126,17,NA,4,?,NA,265,NA,23.2,31.62,NA,1119,1146,NA,NA
193,8/20/2012,2012,F2LT-115,6C00013363,LxL,126,17,NA,4,?,NA,265,NA,30.66666667,33.23333333,NA,1162,1125,21,26
194,8/20/2012,2012,F2LT-326,6C00013365,LxL,137,23,NA,4,?,NA,265,NA,8,27.4,NA,1184,1110,19,20
195,8/20/2012,2012,F2LT-084,6C00013366,LxL,128,18,NA,4,?,NA,265,NA,16.33333333,29.36666667,NA,1119,1146,NA,NA
196,8/20/2012,2012,F2LT-470,6C00013369,LxL,117,14,NA,4,?,NA,265,NA,10.4,34.3,NA,1148,1207,15,20
197,8/20/2012,2012,F2LT-156,6C00013370,LxL,137,22,NA,4,?,NA,265,NA,36.33333333,37.23333333,NA,1148,1207,21,23
198,8/20/2012,2012,F2LT-347,6C00013375,LxL,126,19,NA,4,?,NA,265,NA,28.8,34.86,NA,1162,1125,14,24
199,8/20/2012,2012,F2LT-155,6C00013376,LxL,136,23,NA,4,?,NA,265,NA,47.66666667,43.06666667,NA,1184,1110,16,23
