year,Sample.ID,cross,fat.dry,fat.wet,moisture
2014,6c00015323,SxL,35.2732537097361,10.97,68.9050040811201
2014,6c00015124,SxL,35.6895127993389,11.00,69.1905636389321
2014,6c00015236,SxL,36.5824782951857,11.52,68.5076536238917
2014,6c00013646,SxL,37.9050966608085,10.90,71.2340529931305
2014,6c00013868,SxS,43.0405134376251,14.42,66.5080291074335
2014,6c00013872,SxS,54.7753945770942,21.18,61.3364345592867
2014,6c00012131,SxS,43.9155251141552,14.46,67.0801385476183
2014,6c00012239,SxS,53.5908921239267,20.10,62.5015217550096
2014,6c00012172,SxS,53.6542835481422,20.94,60.9715651368093
2014,6c00013568,SxS,51.5635451505018,20.00,61.2035973976272
2014,6c00013564,SxS,50.2656546489564,17.93,64.3267566632053
2014,6c00012231,SxS,36.8424935448175,11.11,69.8544518070546
2014,6c00013863,SxS,48.4124513618674,16.87,65.1612740904745
2014,6c00013969,SxS,55.8038904327112,21.85,60.8463012290294
2014,6c00013871,SxS,47.2712615880691,16.50,65.0967151196063
2014,6c00012136,SxS,50.0790067720093,17.68,64.701884622422
2014,6c00013953,SxS,43.7451587916347,14.63,66.5510964722198
2014,6c00012171,SxS,41.5609381007301,13.92,66.504920909066
2014,6c00013967,SxS,38.5050251256281,12.44,67.6863819858524
2014,6c00012144,SxS,47.833671399594,16.61,65.2664560831465
2014,6C00013555,SxS,49.7321071571369,18.25,63.3102047723811
2014,6C00012142,SxS,50.9399248060156,18.22,64.2297479650024
2014,6C00013924,SxS,54.7989949748741,21.11,61.4694369165914
2014,6C00012828,SxS,50.7428369296074,17.95,64.6212641703882
2014,6C00012223,LxL,23.0727073438072,6.49,71.8856671292997
2014,6C00013474,LxL,23.3756445854823,6.39,72.6438828037311
2014,6C00013374,LxL,14.6696035242293,3.83,73.8800700052197
2014,6C00013439,LxL,19.5216572504707,5.28,72.9725323987285
2014,6C00014121,LxL,26.2161185399352,7.57,71.14
2014,6C00014935,LxL,21.8866571018654,6.02,72.5170237502076
2014,6C00012049,LxL,16.7190929041696,4.32,74.1501416430595
2014,6C00013368,LxL,21.718560452891,5.96,72.5722435817934
2014,6C00014161,LxL,25.9319580166489,7.17,72.3649080585116
2014,6C00013472,LxL,22.469387755102,6.26,72.1619845572532
2014,6C00013461,LxL,16.7712665406429,4.27,74.5294156227454
2014,6C00014925,LxL,29.0874524714829,8.52,70.7030844324437
2014,6C00013372,LxL,25.9791827293756,7.39,71.5635040452135
2014,6C00013408,LxL,24.7150882825039,7.03,71.545118245475
2014,6C00013373,LxL,20.1334858886347,5.28,73.7708728836543
2014,6C00013444,LxL,24.7124157080525,7.00,71.6922888841346
2014,6C00013449,LxL,19.7993184399851,5.38,72.8518544885029
2014,6C00013424,LxL,19.6443757247778,5.28,73.1405101301211
2014,6C00014174,LxL,25.3871364195006,7.12,71.9651981770474
2014,6C00014202,LxL,18.2773109243696,4.80,73.7138657520823
